Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,Creator
Collection,Recordings of Hereditary Musicians of Western Rajasthan,ark:/21198/z1w10zd8,,fasdfdsa/,,,,,,,,"The Archives and Research Center for Ethnomusicology at the American Institute of Indian Studies will digitize a collection of audio cassettes that document the music and oral traditions of Western Rajasthan from 1980 to 2003. The audio recordings in the collection include ballads, oral epics and storytelling of hereditary musician castes in the region. These hereditary musicians belong to some of the most marginalized communities with traditions that are quickly disappearing. The collection represents the research carried out by the late Komal Kothari of the Rupayan Sansthan, whose pioneering work put the music of Western Rajasthan, especially that of the Langa and Manganiar communities, on the world music map.Throughout the late 20th century, some of India's most marginalized communities in the desert region of Western Rajasthan created and carried on a variety of musical and oral traditions such as ballads, oral epics, and storytelling by hereditary musician castes. However, despite being treasured by researchers and the local population, these traditions are disappearing. In order to preserve the auditory and oral heritage, the Archives and Research Center for Ethnomusicology (ARCE) at the American Institute of Indian Studies (AIIS) has worked with MEAP to focus on digitizing a collection of audio cassettes dating from 1980 to 2003. The collection consists of approximately 1,200 sound recordings and audio cassettes that represent the work of Komal Kothari, a pioneer scholar who put the practices of Western Rajasthan communities on the world music map. Kothari worked for roughly 25 years in researching and recording this local culture. The recordings not only capture an array of unique performances and musical practices, but also the social connections that were made by performing. This collection digitized by the ARCE allows for researchers to better understand these concepts and for current performers in the region to continue in preserving their musical heritage practiced by past generations. Kothari’s materials are in the form of audio tapes, making the preservation work essential. Audio cassettes are notoriously falling out of fashion and recordings are deteriorating from destructive chemical processes and/or improper storage solutions. The ARCE’s project with MEAP aims to effectively preserve these materials through a digitized archive accessible to the local communities/practitioners as well as to users around the world. Users interested in ethnomusicology, cultural studies, anthropology, and the history of local Rajasthan customs will benefit from exploring these materials",,,,,,,,,,,,Rupayan Sansthan,,copyrighted,"Rupayan Sansthan, rupayansansthan@gmail.com",,,,,
,पाबूजी री वार्ता - बांकाराम,ark:/21198/z1mg9g1z,ark:/21198/z1w10zd8,fasdfdsa/arcers0125_a.mp3,,Rupayan Audio-Visual Archive,1. An episode from the epic of Pabuji narrated by Bankaram Bhopa and Jeevaram Bhopa with Goojari accompaniment. The episode consists of Pabuji marrying his sister to the Khichi of Jayal as a way to resolve the family feud between the Khichis and Rathaurs. The episode mostly contains narration of various preparatory rituals performed for the wedding of Pabuji's sister Pema and Jindrav Khichi of Jayal.. This episode is known as 'Sushiya ro parvaro'. The narration alternates between the sung couplets known as 'Gaav' and the spoken explanation and elaboration of it known as 'Arthav'.,"May 28, 1983",1983-05-28,25.5834,71.4328,"Performance of 'Pabuji ri Par', or the epic of Pabuji, sung and narrated by Bankaram Bhopa and Jeevaram Bhopa of the Bhil community with Goojari accompaniment. Pabuji ri Par is a ritual narrative sung with a painted scroll which depicts the life of Pabuji, a pastoral deity",,47 min. 58 sec.,audio cassette,sound recordings,mwr,RS0299,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Bowed stringed instruments--Bowing|~|Stringed instruments|~|Stringed instrument players|~|Storytelling|~|Folk literature, Rajasthani|~|Folklore|~|Tales--India--Rajasthan|~|Ballads, Rajasthani|~|Ritual|~|Pastoral poetry","Hathitala, District Barmer, Rajasthan (India)",,"Bhil, Bankaram|~|Bhil, Jeevaram"
,पाबूजी री वार्ता - बांकाराम,ark:/21198/z1gq8q97,ark:/21198/z1w10zd8,fasdfdsa/arcers0125_b.mp3,,Rupayan Audio-Visual Archive,1. An episode from the epic of Pabuji narrated by Bankaram Bhopa and Jeevaram Bhopa with Goojari accompaniment. The episode consists of Pabuji marrying his sister to the Khichi of Jayal as a way to resolve the family feud between the Khichis and Rathaurs. The episode mostly contains narration of various rituals performed during the wedding of Pabuji's sister Pema and Jindrav Khichi of Jayal. This episode is known as 'Sushiya ro parvaro'. The narration alternates between the sung couplets known as 'Gaav' and the spoken explanation and elaboration of it known as 'Arthav'.,"May 28, 1983",1983-05-28,25.5834,71.4328,"Performance of 'Pabuji ri Par', or the epic of Pabuji, sung and narrated by Bankaram Bhopa and Jeevaram Bhopa of the Bhil community with Goojari accompaniment. Pabuji ri Par is a ritual narrative sung with a painted scroll which depicts the life of Pabuji, a pastoral deity",,48 min. 15 sec.,audio cassette,sound recordings,mwr,RS0299,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Bowed stringed instruments--Bowing|~|Stringed instruments|~|Stringed instrument players|~|Storytelling|~|Folk literature, Rajasthani|~|Folklore|~|Tales--India--Rajasthan|~|Ballads, Rajasthani|~|Ritual|~|Pastoral poetry","Hathitala, District Barmer, Rajasthan (India)",,"Bhil, Bankaram|~|Bhil, Jeevaram"
,कथा - अमरा जी की कही,ark:/21198/z1bz7zj2,ark:/21198/z1w10zd8,fasdfdsa/arcers0126_a.mp3,,Rupayan Audio-Visual Archive,"1. A story or a Katha narrated by Amararamji of the Gameti community from Undri village of District Udaipur, Rajasthan.|~|Side B of this tape is blank. Levels have been normalized.","February 01, 1984",1984-02-01,24.7703,73.4910,"A story or a Katha narrated by Amararamji of the Gameti community from Undri village of District Udaipur, Rajasthan. Side B of this tape is blank.",,40 min. 31 sec.,audio cassette,sound recordings,mwr,RS0339,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk Songs, Rajasthani--India--Rajasthan|~|Storytelling|~|Tales--India--Rajasthan|~|Oral Tradition|~|Folklore|~|Folk literature, Rajasthani","Undri, Tehsil Gogunda, District Udaipur, Rajasthan (India)",,"Gameti, Amararam|~|Kothari, Komal"
,बगड़ावत,ark:/21198/z1795x6x,ark:/21198/z1w10zd8,fasdfdsa/arcers0128_a.mp3,,Rupayan Audio-Visual Archive,"1. An episode from the epic of Bagrawat performed by Godhuram Chamar and group with Dholak and Manjira accompaniment. The episode consists of the Bagrawat brothers deciding to rescue Rani Jaimati from the King of Ran. Once they arrive and settle in the royal gardens of Ran, Jaimati and her servant Heera test their intelligence by asking about the 'meaning of flowers'. This episode is therfore known as 'Phoolon ka arth'.","February 24, 1984",1984-02-24,24.6412,74.6847,"A performance of the epic of Bagrawat led by Godhuram Chamar with Dholak and Manjira accompaniment. This is in the 'Baithi varta' style of performance where the Bhopa singers and narrators perform seated with musical accompaniment of Jantar or Dholak and Manjira, without the painted scroll or 'Par' in the background.",,48 min. 3 sec.,audio cassette,sound recordings,mwr,RS0367,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Storytelling|~|Tales--India--Rajasthan|~|Folklore|~|Ballads, Rajasthani|~|Folk literature, Rajasthani|~|Pastoral poetry","Nimbahera, District Chittorgarh, Rajasthan (India)",,"Chamar, Godhuram|~|Chamar, Kalu|~|Chamar, Nathuram|~|Chamar, Modaram|~|Chamar, Deviram"
,बगड़ावत,ark:/21198/z13j55gk,ark:/21198/z1w10zd8,fasdfdsa/arcers0128_b.mp3,,Rupayan Audio-Visual Archive,"1. An episode from the epic of Bagrawat performed by Godhuram Chamar and group with Dholak and Manjira accompaniment. The episode consists of Rani Jaimati being satisfied by the answers to her questions given by Newaji, one of the central Bagrawat brothers in the epic. Jaimati, having agreed to elope with the Bagrawat brothers, now tricks the King of Ran by creating a magical wild boar which entices the King to leave the palace for a hunt. On the way to Gothan with the Bagrawat, Jaimati repeatedly tests the Bagrawat brothers' powers, intelligences and commitment to herself.","February 24, 1984",1984-02-24,24.6412,74.6847,"A performance of the epic of Bagrawat led by Godhuram Chamar with Dholak and Manjira accompaniment. This is in the 'Baithi varta' style of performance where the Bhopa singers and narrators perform seated with musical accompaniment of Jantar or Dholak and Manjira, without the painted scroll or 'Par' in the background.",,48 min. 7 sec.,audio cassette,sound recordings,mwr,RS0367,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk Songs, Rajasthani--India--Rajasthan|~|Ballad|~|Storytelling|~|Tales--India--Rajasthan|~|Oral Tradition|~|Folklore|~|Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Storytelling|~|Tales--India--Rajasthan|~|Folklore|~|Ballads, Rajasthani|~|Folk literature, Rajasthani|~|Pastoral poetry","Nimbahera, District Chittorgarh, Rajasthan (India)",,"Chamar, Godhuram|~|Chamar, Kalu|~|Chamar, Nathuram|~|Chamar, Modaram|~|Chamar, Deviram"
,गमेती व मेघवाल,ark:/21198/z1zs4p1r,ark:/21198/z1w10zd8,fasdfdsa/arcers0129_a.mp3,,Rupayan Audio-Visual Archive,"1. 'Sewak uba sarana me' a Bhajan sung by Shankar and others of the Gameti community with Dholak and Manjira accompaniment. 2. 'Bhai dekho devra ri shobha', a wedding song sung by Shankar and others of the Gameti community with Dholak and Manjira accompaniment. 3. Recording of a ritual at a fair with loud dhol and thali percussion with background noise and conversations. 4. 'Mhari boli chali ra guna maaf' a Bhajan sung by Shankar and others of the Gameti community with Dholak and Manjira accompaniment. 5. 'Gorakh devji bole amrit vani', a Bhajan sung by Shankar and others of the Gameti community with Dholak and Manjira accompaniment. 6. 'Gopichand ka geet', sung by a group of women of the Meghwal community with Dhol accompaniment.|~|Audio volume fluctuation in the entire tape.","March 01, 1984",1984-03-01,27.2648,76.6923,Recording of Bhajans sung by Shankar and others of the Gameti community from Ishwana village in Rajasthan. Bhajans are devotional songs usually addressed to or in praise of  a particular god or diety.,,48 min. 18 sec.,audio cassette,sound recordings,mwr,RS0372,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Ritual|~|Krishna (Hindu deity)--In the performing arts|~|Devotional poetry|~|Wedding music","Ishwana, Tehsil Rajgarh, District Alwar, Rajasthan (India)",,"Gameti, Shankar"
,गमेती व मेघवाल,ark:/21198/z1v13xbs,ark:/21198/z1w10zd8,fasdfdsa/arcers0129_b.mp3,,Rupayan Audio-Visual Archive,"1. 'Nadi re kinare ubo re', a song sung by a group of women of the Meghwal community. 2. 'Kate pode mhara dulha raja', a wedding song sung by a group of women of the Meghwal community. 3. An interview of a man from Ishwana village, conducted by Komal Kothari. The interview is about agricultural practices in the different villages around. A group of women are singing in the bakcground. 4. Dhol and Thali percussion .|~|Silence at the end from 20:00 to 24:36 has been edited.","March 01, 1984",1984-03-01,27.2648,76.6923,Recording of songs sung by a group of women of the Meghwal community at a fair or a ritual site. The recording also contains interview of people at the fair conducted by Komal Kothari and ritual percussion of Dhol and Thali.,,20 min.,audio cassette,sound recordings,mwr,RS0372,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Interviews|~|Devotional poetry|~|Wedding music|~|Rajasthan (India)--Social life|~|Sociology, rural|~|Land use, Rural","Ishwana, Tehsil Rajgarh, District Alwar, Rajasthan (India)",,
,"भजन, रूपांदे री वेल",ark:/21198/z1q835nw,ark:/21198/z1w10zd8,fasdfdsa/arcers0130_a.mp3,,Rupayan Audio-Visual Archive,"1. 'Heli mhari poonam wali rain', a Kabir Heli sung by a group of singers led by a male singer, with Tandoora, Dholak and Manjira accompaniment. 2. 'Ap gurusa avjo', a Bhajan dedicated to the saint poet Meera, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 3. 'Rupande ri vel', a devotional and narrative song from the ballad of Tolade, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 4. Another episodic song from the ballad of 'Tolade', sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 5. 'Bhai mhara veera re', a wedding song, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 6. 'Sayal odo ghar aave', a devotional song, sung by a male singer, with Tandura, Dholak and Manjira accompaniment. 7. 'Santa ra aasan laga', a devotional song, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 8. 'Dam dam damru baje', a Bhajan dedicated to Shiva, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment.|~|Tape skips from 10:39 - 23:04 on the source recording. Could not be corrected.","March 01, 1984",1984-03-01,,,"Devotional songs, Bhajans and songs from the ballad of Tolade sung by a group of male and female singers with Tandura, Dholak and Manjira accompaniment.",,48 min. 25 sec.,audio cassette,sound recordings,mwr,RS0373,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Stringed instruments|~|Stringed instrument players|~|Ballads, Rajasthani|~|Wedding music|~|Devotional poetry",Rajasthan (India),,
,"भजन, रूपांदे री वेल",ark:/21198/z1kh2dv8,ark:/21198/z1w10zd8,fasdfdsa/arcers0130_b.mp3,,Rupayan Audio-Visual Archive,"1. 'Manaro lagyo mala me', a devotional song, sung by a group of singers led by a male singer, with Dholak and Manjira accompaniment. 2. 'Edi re bhakta me bheed', a Bhajan dedicated to Ram, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 3. 'Apke karaniye sanvariyo', a Bhajan dedicated to Krishna, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 4. 'Mhara ramji aave', a Meera Bhajan, sung by a group of singers led by a male singer, with Tandura, Dholak and Manjira accompaniment. 5. Recording of ambient sounds of Dhol, Surnai, Bhajan and Arti singing at a ritual fair. 6. Instrumental melody played on the flute with Dholak accompaniment. 7. Interview of various people at the fair, conducted by Komal Kothari. 8. 'Arti utar charanamat lijo' an Arti sung by two female singers with Dhol accompaniment. 9. 'Mandir jati Meera', a Meera Bhajan sung by a group of women with Dhol accompaniment. 10. 'Ado avsar koni ave re', a song sung by a group of male singers with Tandura, Dholak and Manjira accompaniment. 11. Bhajan sung by a group of women at the fair. 12. 'Shakti thari nam re' a Bhajan dedicated to Shakti, the female deity, sung by two male singers with Dholak and Manjira accompaniment. 13. A Meera Bhajan sung by two male singers with Dholak and Manjira accompaniment. 14. 'Meera hari re nam ri', a Meera Bhajan, sung by two male singers with Dholak and Manjira accompaniment.","March 01, 1984",1984-03-01,,,"Devotional songs, Bhajans and songs from the ballad of Tolade sung by a group of male and female singers with Tandura, Dholak and Manjira accompaniment.",,48 min.,audio cassette,sound recordings,mwr,RS0373,"Kothari, Komal",,,,,Rupayan Sansthan,sound recording,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",,"Folk songs, Rajasthani--India--Rajasthan|~|Oral tradition|~|Stringed instruments|~|Stringed instrument players|~|Devotional poetry|~|Krishna (Hindu deity)--In the performing arts|~|Wind instruments|~|Ritual|~|Interviews",Rajasthan (India),,
