Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Collection,Albanian Photographic and Graphic Art Collection - AQSHF,ark:/21198/z1s19vm6,,asfdfas/,,,,,,,,"The Albanian National Film Archive (AQSHF) holds in its care a vast collection of photo negatives that chronicle the growth and the technological development of the Albanian film industry from 1946 to the 2000's. AQSHF has selected 18,041 items from their photographic and graphic art collections for digitization to safeguard their legacy into the future and open them up to scholars, researchers and the public. The curated selection includes costume and set design sketches, animation slides and production stills, allowing viewers to trace the journey of Albanian visual artists, still unknown but deserving of preservation and study.Following WWII, the government of Albania centered itself on isolationist politics, which separated the country from not only political, but also cultural influences of others. This caused Albanian culture, including film, to follow a strict set of ideologies and aesthetics. However, despite media restrictions and enforced censorship, Albanian filmmakers created and shared stories that helped quench a thirst to explore in a time when Albanians themselves were unable to do so. 

While the dictatorial regime prevented foreign influences to reach Albanian citizens, domestic filmmakers needed to navigate through and develop production and post-production methods on their own. Although this was a challenging task, it allowed filmmakers in Albania to create a distinct approach to creating films.

The Albanian National Film Archive (AQSHF) currently houses a large collection of film-related materials that chronicle the development of the Albanian film industry from the 1940’s to the 2000’s. This collection consists of thousands of items, including costume and set-design sketches, animation slides, productions stills, and more-- all depicting the evolution of Albanian cinema during a period of cultural repression.

Albanian cinema is a generally unknown cultural treasure. Throughout the latter half of the 20th century, Albanian cinema history was not often documented or written about in works beyond Albania, primarily due to the lack of materials and the country’s cultural/political isolation. While some articles and book chapters have discussed the topic, most of them fail to cover the history preceding the 1990’s. Albania’s cinematic collaborations with artists from foreign countries including Russia (1950’s-60’s), China (1960’s-70’s), and Italy (1980’s-90’s) provide a rich history of international partnerships in the arts. The AQSHF collection allows for this history to be shared.

To this day, there is so much that has yet to be discovered on Albanian cinematic history. The AQSHF collection contributes to filling in this gap by showcasing how Albanian artists, such as actors, musicians, screenwriters, directors, and designers, were constantly engaged with the arts even beyond Albanian borders. Examining this history through digitized materials will help users better understand Albania’s historic censorship policies and how they influenced Albanian cinema",,,,,,,,,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),,copyrighted,info@aqshf.gov.al,,,,
Work,Vajza Me Pata,ark:/21198/z1hh8c43,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0001_pos00001.tif,,AQSHF Animation Film Poster Collection,25 copies of poster in archive collection. One copy is in excellent condition. 23 copies have blue ink streak in right side of poster.  One copy has minor rip in right side corner.|~|Në koleksion ndodhen 25 kopje të njëjta posterash për këtë titull. Një nga kopjet është në gjendje shumë të mirë. 23 kopje kanë një rigë në ngjyrë blu në anën e djathtë të posterit. Një nga kopjet ka një grisje të vogël në cepin e djathtë.,1975.0,1975.0,,,"Original color poster release for Albanian animated short film ""Vajza Me Pata"". Directed by Esat Musliu, this is Albania's first nationally produced animation. The story is a filming of a puppet theater show in the central Albanian city of Elbasan.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor “Vajza me Pata”. Me regji nga Esat Musliu, ky është filmi i parë vizatimor prodhuar në Shqipëri. Historia ndjek filmimin e një shfaqje teatrale kukullash në qndër të qytetit të Elbasanit.",47 x 32.5,,,poster,alb,,"""New Albania"" Film Studio|~|Astrit Tota",,,"Tirana, Albania","""New Albania"" Film Studio",Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation|~|Elbasan (Albania)|~|Puppetry,,
Work,Zana Dhe Miri,ark:/21198/z1cr7mhq,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0002_pos00001.tif,,AQSHF Animation Film Poster Collection,26 copies of poster in archive collection. 24 copies are in excellent condition. Two copies have some minor rips and tears on poster edges.|~|Në koleksion ndodhen 26 kopje të njëjta posterash për këtë titull. 24 kopje janë në gjendje shumë të mirë. Dy kopje kanë disa grisje të vogla nëpër anët e posterit.,1975.0,1975.0,,,"Original color poster release for Albanian animated short film ""Zana Dhe Miri"". Directed by Vlash Droboniku and Tomi Vaso, this film tells the story of two little children who learn to respect nature while playing with a ball. Animated film uses paper cut-out technique and drawing.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor “Zana dhe Miri”. Me regji nga Vlash Droboniku dhe Tomi Vaso, filmi tregon historinë e dy fëmijëve të vegjël të cilët mësojnë të respektojnë natyrën ndërkohë që luajnë me një top. Film vizatimor ku përdoren teknikat e paper cut dhe vizatimit.",47 x 32.5,,,poster,alb,,"""New Albania"" Film Studio|~|Vlash Droboniku",,,"Tirana, Albania","""New Albania"" Film Studio",Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
Work,Pika E Ujit,ark:/21198/z1835k3p,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0003_pos00001.tif,,AQSHF Animation Film Poster Collection,5 copies of poster in archive collection. Some slight damage on several poster copies.|~|Në koleksion ndodhen 5 kopje të njëjta posterash për këtë titull. Ka disa dëmtime të vogla në tre nga pesë kopjet.,1976.0,1976.0,,,"Original color poster release for Albanian animated short film ""Pika e Ujit"" (The Drop of Water). Directed by an actor turned director, Bujar Kapexhiu, the film is the story of a child fairy arriving in a rain storm.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor ""Pika e Ujit"". Me regji nga aktori Bujar Kapexhiu, i cili më vonë bëhet regjisor, filmi është rreth një zane fëmijë, pikë uji nga një stuhi shiu.",47 x 32.5,,,poster,alb,,"""New Albania"" Film Studio|~|Vlash Droboniku",,,"Tirana, Albania","""New Albania"" Film Studio",Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
Work,Puna Është Flori,ark:/21198/z14b4tfv,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0029_pos00001.tif,,AQSHF Animation Film Poster Collection,"13 copies of poster in archive collection. Posters are in very good condition, printed on thick cardboard paper.|~|Në koleksion ndodhen 13 kopje të njëjta posterash për këtë titull. Posterat janë në gjendje shumë të mirë. Janë të printuara në letër me gramaturë të trashë.",1981.0,1981.0,,,"Original color poster release for Albanian animated short film ""Puna Është Flori"" (Work is Gold). Based on a tale by the Albanian writer Sami Frashëri, this animated short film teaches children that “treasures are not found, but earned.""|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor ""Puna është Flori"". Bazuar në përrallën e shkruar nga Sami Frashëri, filmi i shkurtër vizatimor u mëson fëmijëve që ‘’thesaret nuk gjenden, por fitohen’’.",34 x 27,,,poster,alb,,"""New Albania"" Film Studio|~|Boris Ikonomi",,,"Tirana, Albania","""New Albania"" Film Studio",Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation|~|Albanian Literature|~|Sami Frasheri,,
Work,"Ah, Lepurusha, Lepurusha",ark:/21198/z10k42rz,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0037_pos00001.tif,,AQSHF Animation Film Poster Collection,8 copies of poster in archive collection. All copies have crease folded in the middle. One copy has minor tear in right side middle.|~|Në koleksion ndodhen 8 kopje të njëjta posterash për këtë titull. Të githa kopjet kanë rudha nga palosjet në mes. Një nga kopjet ka disa grisje të vogla djathtas në mes.,1981.0,1981.0,,,"Original color poster release for Albanian animated short film ""Ah, Lepurusha, Leprurusha"" (Ah, You Rabbits, Rabbits!). Director Artan Maku's film shows a group of worried school children trying to find a solution when they discover that hungry rabbits are eating all the bark from the trees.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor ""Ah, Lepurusha, Lepurusha"". Me regji nga Artan Maku, filmi tregon një grup nxënësish të shqetësuar që përpiqen të gjejnë një zgjidhje kur zbulojnë që disa lepuj të uritur po hanë lëvoret e pemëve.",41 x 30,,,poster,alb,,"""New Albania"" Film Studio|~|Artan Maku",,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
Work,Dy Gosti,ark:/21198/z1vt3k6s,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0040_pos00001.tif,,AQSHF Animation Film Poster Collection,2 copies of poster in archive collection. One copy is in fair to good condition. One copy is in poor to fair condition. Both copies have crease folded in the middle. Only animated poster that in archive collection that is black and white.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull. Një nga posterat është në gjendje të mirë. Posteri tjetër është disi më i dëmtuar. Të dyja kopjet kanë rudha nga palosjet në mes.,1982.0,1982.0,,,"Original color poster release for Albanian animated short film ""Dy Gostitë"" (Two Feasts). Based on a fable by the French poet La Fontaine, this short animated film shows how a hardworking and smart stork takes revenge on two forest thieves.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor ""Dy Gostitë"". Bazuar në një përrallë të shkrimtarit francez La Fontaine, ky film tregon historinë e një lejleku punëtor dhe të zgjuar  edhe sesi ai merr hak ndaj dy hajdutëve të pyllit.",40.5 x 27.5,,,poster,alb,,"""New Albania"" Film Studio|~|Gazmend Leka",,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation|~|French Poets|~|Jean La Fontaine,,
Work,Kecat Dhe Ujku,ark:/21198/z1r22tfx,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0043_pos00001.tif,,AQSHF Animation Film Poster Collection,13 copies in archive collection. All copies have a crease folded in the center. Five copies are poorly printed. Six copies are in good condition. Two copies have some surface damage.|~|Në koleksion ndodhen 13 kopje të njëjta posterash për këtë titull. Pesë nga kopjet janë printuar me cilësi të dobët. Gjashtë nga kopjet janë me cilësi të mirë. Dy nga kopjet kanë disa dëmtime sipërfaqësore.,1982.0,1982.0,,,"Original color poster release for Albanian animated short film ""Kecat Dhe Ujku"" (Baby Goats and the Wolf) tells the classic fable of three baby goats who outwit a wolf. Director Artur Dauti's short animation is one of Albania's most popular films.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Kecat Dhe Ujku"" ku tregohet fabula klasike e tre kecave që mposhtin një ujk. Me regji nga Artur Dauti, ky film i shkurtër vizatimor është kthyer në një nga filmat më popullorë shqiptarë.",41 x 30,,,poster,alb,,"""New Albania"" Film Studio|~|Artur Dauti",,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
Work,Djali Dhe Peneli,ark:/21198/z1m922qk,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0045_pos00001.tif,,AQSHF Animation Film Poster Collection,5 copies in archive collection. Copies are in good condition. One copy has a crease in the center. All copies have black and white production still from Albanian fiction films printed on back. Possible that paper to make poster was recycled.|~|Në koleksion ndodhen 5 kopje të njëjta posterash për këtë titull. Kopjet janë në gjendje të mirë. Njëra nga kopjet ka një rudhë në mes. Të gjitha kopjet kanë foto bardhë e zi nga filmat shqiptarë të printuar në anën e pasme. Ka mundësi që letra e përdorur të jetë e ricikluar.,1983.0,1983.0,,,"Original color poster release for Albanian animated short film ""Djali Dhe Peneli"" (The Boy and the Brush). Director Sokol Xhahysa's film portrays Artan, a young boy who enjoys drawing and educates the other child with the love on the beautiful art.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Djali Dhe Peneli"". Me regji nga Sokol Xhahysa filmi portretizon një djalosh të ri Artanin  i cilit i pëlqen të vizatojë. Filmi edukon fëmijët e tjerë me dashurinë ndaj së bukurës dhe artit.",39 x 27,,,poster,alb,,"""New Albania"" Film Studio|~|Sokol Xhahysa",,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
Work,Bredhi Midis Nesh,ark:/21198/z1gj1b3m,ark:/21198/z1s19vm6,asfdfas/aqshf_i4_0046_pos00001.tif,,AQSHF Animation Film Poster Collection,Three copies in archive collection. Copies are in fair conditon. All copies have a crease in the middle.|~|Në koleksion ndodhen 3 kopje të njëjta posterash për këtë titull. Kopjet janë në gjendje të mirë. Të gjitha kopjet kanë një rudhë në mes.,1983.0,1983.0,,,"Original color poster release for Albanian animated short film ""Bredhi Midis Nesh"" (The Fir Tree Between Us). Director Artan Maku's films tells the story of some forest animals who unite to teach a lesson to a fox who tries to spoil a joyful New Year's celebration.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Bredhi Midis Nesh"". Me regji nga Artan Maku filmi tregon historinë e kafshëve të vogla të pyllit të cilat, të bashkuara dhe të vendosura, i japin një mësim të mirë dhelprës që mundohet të prishë festën e Vitit të Ri.",39 x 27,,,poster,alb,,"""New Albania"" Film Studio|~|Artan Maku",,,,,Arkivi Qendror Shtetëror i Filmit (AQSHF),still image,copyrighted,info@aqshf.gov.al,,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,,
